qualifyId,raceId,driverId,driverFullName,constructorId,number,position,q1,q2,q3
787,40,10,Pierre Gasly,8,10,7,1:19.522,1:19.326,1:19.169
788,40,26,George Russell,7,63,8,1:20.236,1:20.152,1:20.035
789,40,2,Fernando Alonso,1,14,9,1:20.263,1:20.066,1:19.976
790,40,31,Yuki Tsunoda,8,22,10,1:20.182,1:20.117,1:19.976
791,40,21,Esteban Ocon,1,31,11,1:21.041,1:21.038,
792,40,6,Valtteri Bottas,5,77,12,1:21.117,1:21.051,
793,40,30,Lance Stroll,2,18,13,1:21.467,1:21.141,
794,40,29,Mick Schumacher,4,47,14,1:21.592,1:21.571,
795,40,25,Daniel Ricciardo,6,3,15,1:22.207,1:22.052,
796,40,34,Guanyu Zhou,5,24,16,1:22.337,,
797,40,33,Sebastian Vettel,2,5,17,1:22.406,,
798,40,1,Alexander Albon,10,23,18,1:23.073,,
799,40,18,Kevin Magnussen,4,20,19,1:23.066,,
800,40,15,Nicholas Latifi,10,6,20,1:23.338,,
801,41,32,Max Verstappen,9,1,1,1:18.060,1:17.899,1:17.716
802,41,17,Charles Leclerc,3,16,2,1:18.428,1:18.448,1:18.315
803,41,27,Carlos Sainz,3,55,3,1:18.212,1:17.999,1:17.962
804,41,22,Sergio Perez,9,11,4,1:19.129,1:19.088,1:18.878
805,41,13,Lewis Hamilton,7,44,5,1:18.794,1:18.540,1:18.610
806,41,18,Kevin Magnussen,4,20,6,1:19.741,1:19.734,1:19.790
807,41,10,Pierre Gasly,8,10,7,1:19.502,1:19.397,1:19.273
808,41,21,Esteban Ocon,1,31,8,1:19.900,1:19.705,1:19.482
809,41,26,George Russell,7,63,9,1:20.056,1:19.803,1:19.633
810,41,2,Fernando Alonso,1,14,10,1:20.884,1:20.920,1:20.935
811,41,29,Mick Schumacher,4,47,11,1:20.648,1:20.654,
812,41,30,Lance Stroll,2,18,12,1:21.298,1:21.308,
813,41,20,Lando Norris,6,4,13,1:21.169,1:21.022,
814,41,1,Alexander Albon,10,23,14,1:21.485,1:21.417,
815,41,34,Guanyu Zhou,5,24,15,1:21.849,1:21.896,
816,41,15,Nicholas Latifi,10,6,16,1:22.089,,
817,41,25,Daniel Ricciardo,6,3,17,1:22.469,,
818,41,31,Yuki Tsunoda,8,22,18,1:22.837,,
819,41,33,Sebastian Vettel,2,5,19,1:23.186,,
820,41,6,Valtteri Bottas,5,77,20,1:23.584,,
821,42,32,Max Verstappen,9,1,1,1:17.800,1:17.618,1:17.505
822,42,13,Lewis Hamilton,7,44,2,1:18.268,1:18.209,1:18.104
823,42,10,Pierre Gasly,8,10,3,1:18.671,1:18.602,1:18.544
824,42,26,George Russell,7,63,4,1:18.703,1:18.743,1:18.763
825,42,27,Carlos Sainz,3,55,5,1:19.460,1:19.438,1:19.459
826,42,22,Sergio Perez,9,11,6,1:19.471,1:19.207,1:19.157
827,42,2,Fernando Alonso,1,14,7,1:19.453,1:19.174,1:19.223
828,42,17,Charles Leclerc,3,16,8,1:20.060,1:19.804,1:19.851
829,42,20,Lando Norris,6,4,9,1:20.497,1:20.177,1:20.215
830,42,21,Esteban Ocon,1,31,10,1:20.154,1:19.842,1:19.636
831,42,1,Alexander Albon,10,23,11,1:21.182,1:20.835,
832,42,6,Valtteri Bottas,5,77,12,1:21.102,1:20.822,
833,42,25,Daniel Ricciardo,6,3,13,1:21.605,1:21.373,
834,42,29,Mick Schumacher,4,47,14,1:21.309,1:21.321,
835,42,33,Sebastian Vettel,2,5,15,1:21.674,1:21.328,
836,42,15,Nicholas Latifi,10,6,16,1:22.023,,
837,42,34,Guanyu Zhou,5,24,17,1:22.597,,
838,42,18,Kevin Magnussen,4,20,18,1:22.826,,
839,42,30,Lance Stroll,2,18,19,1:23.022,,
840,42,31,Yuki Tsunoda,8,22,20,1:22.981,,
841,43,32,Max Verstappen,9,1,1,1:17.962,1:17.748,1:17.721
842,43,26,George Russell,7,63,2,1:17.960,1:17.801,1:17.778
843,43,17,Charles Leclerc,3,16,3,1:18.630,1:18.569,1:18.463
844,43,22,Sergio Perez,9,11,4,1:19.153,1:18.918,1:18.841
845,43,27,Carlos Sainz,3,55,5,1:19.420,1:19.111,1:18.897
846,43,20,Lando Norris,6,4,6,1:19.095,1:18.952,1:18.916
847,43,6,Valtteri Bottas,5,77,7,1:19.666,1:19.598,1:19.611
848,43,21,Esteban Ocon,1,31,8,1:19.617,1:19.593,1:19.367
849,43,10,Pierre Gasly,8,10,9,1:20.559,1:20.296,1:20.108
850,43,2,Fernando Alonso,1,14,10,1:20.631,1:20.503,1:20.442
851,43,25,Daniel Ricciardo,6,3,11,1:20.979,1:20.677,
852,43,34,Guanyu Zhou,5,24,12,1:21.220,1:20.891,
853,43,31,Yuki Tsunoda,8,22,13,1:21.195,1:20.953,
854,43,33,Sebastian Vettel,2,5,14,1:21.948,1:21.888,
855,43,30,Lance Stroll,2,18,15,1:22.006,1:21.794,
856,43,1,Alexander Albon,10,23,16,1:21.847,,
857,43,13,Lewis Hamilton,7,44,17,1:22.156,,
858,43,18,Kevin Magnussen,4,20,18,1:23.060,,
859,43,15,Nicholas Latifi,10,6,19,1:22.927,,
860,43,29,Mick Schumacher,4,47,20,1:23.476,,
861,44,32,Max Verstappen,9,1,1,1:17.654,1:17.354,1:17.347
862,44,17,Charles Leclerc,3,16,2,1:18.117,1:17.805,1:17.749
863,44,26,George Russell,7,63,3,1:18.779,1:18.822,1:18.795
864,44,22,Sergio Perez,9,11,4,1:19.232,1:19.049,1:18.834
865,44,27,Carlos Sainz,3,55,5,1:19.369,1:19.158,1:19.158
866,44,20,Lando Norris,6,4,6,1:19.502,1:19.268,1:19.220
867,44,6,Valtteri Bottas,5,77,7,1:19.846,1:19.688,1:19.679
868,44,21,Esteban Ocon,1,31,8,1:19.750,1:19.748,1:19.817
869,44,10,Pierre Gasly,8,10,9,1:20.516,1:20.360,1:20.173
870,44,2,Fernando Alonso,1,14,10,1:20.910,1:20.876,1:20.797
871,44,33,Sebastian Vettel,2,5,11,1:20.652,1:20.667,
872,44,30,Lance Stroll,2,18,12,1:20.755,1:20.447,
873,44,31,Yuki Tsunoda,8,22,13,1:21.234,1:20.962,
874,44,25,Daniel Ricciardo,6,3,14,1:21.629,1:21.643,
875,44,18,Kevin Magnussen,4,20,15,1:22.169,1:21.897,
876,44,15,Nicholas Latifi,10,6,16,1:22.557,,
877,44,1,Alexander Albon,10,23,17,1:22.478,,
878,44,34,Guanyu Zhou,5,24,18,1:22.684,,
879,44,13,Lewis Hamilton,7,44,19,1:23.009,,
880,44,29,Mick Schumacher,4,47,20,1:23.029,,
881,45,32,Max Verstappen,9,1,1,1:17.898,1:17.759,1:17.727
882,45,27,Carlos Sainz,3,55,2,1:18.677,1:18.370,1:18.426
883,45,22,Sergio Perez,9,11,3,1:18.408,1:18.350,1:18.386
884,45,2,Fernando Alonso,2,14,4,1:18.613,1:18.613,1:18.577
885,45,20,Lando Norris,6,4,5,1:18.893,1:18.614,1:18.521
886,45,13,Lewis Hamilton,7,44,6,1:19.308,1:19.095,1:19.117
887,45,26,George Russell,7,63,7,1:19.429,1:19.111,1:18.966
888,45,30,Lance Stroll,2,18,8,1:20.005,1:19.796,1:19.781
889,45,21,Esteban Ocon,1,31,9,1:20.146,1:20.043,1:19.852
890,45,10,Pierre Gasly,1,10,10,1:20.489,1:20.267,1:20.163
891,45,18,Kevin Magnussen,4,20,11,1:21.138,1:21.108,
892,45,34,Guanyu Zhou,5,24,12,1:21.187,1:21.141,
893,45,6,Valtteri Bottas,5,77,13,1:21.591,1:21.341,
894,45,14,Nico Hulkenberg,4,27,14,1:21.708,1:21.412,
895,45,8,Nyck de Vries,8,21,15,1:21.658,1:21.463,
896,45,1,Alexander Albon,10,23,16,1:21.806,,
897,45,28,Logan Sargeant,10,2,17,1:22.485,,
898,45,31,Yuki Tsunoda,8,22,18,1:22.700,,
899,45,17,Charles Leclerc,3,16,19,1:23.275,,
900,45,23,Oscar Piastri,6,81,20,1:23.309,,
901,46,32,Max Verstappen,9,1,1,1:18.206,1:18.135,1:17.997
902,46,22,Sergio Perez,9,11,2,1:18.578,1:18.621,1:18.672
903,46,2,Fernando Alonso,2,14,3,1:18.187,1:18.209,1:18.215
904,46,20,Lando Norris,6,4,4,1:19.165,1:18.922,1:18.916
905,46,13,Lewis Hamilton,7,44,5,1:19.018,1:19.022,1:18.827
906,46,26,George Russell,7,63,6,1:19.418,1:19.412,1:19.437
907,46,30,Lance Stroll,2,18,7,1:19.422,1:19.396,1:19.321
908,46,27,Carlos Sainz,3,55,8,1:19.807,1:19.586,1:19.434
909,46,21,Esteban Ocon,1,31,9,1:20.572,1:20.438,1:20.401
910,46,10,Pierre Gasly,1,10,10,1:20.195,1:20.074,1:20.089
911,46,17,Charles Leclerc,3,16,11,1:20.996,1:20.851,
912,46,1,Alexander Albon,10,23,12,1:21.227,1:21.136,
913,46,6,Valtteri Bottas,5,77,13,1:21.668,1:21.532,
914,46,23,Oscar Piastri,6,81,14,1:21.796,1:21.464,
915,46,31,Yuki Tsunoda,8,22,15,1:21.888,1:21.897,
916,46,14,Nico Hulkenberg,4,27,16,1:22.349,,
917,46,28,Logan Sargeant,10,2,17,1:22.688,,
918,46,18,Kevin Magnussen,4,20,18,1:23.013,,
919,46,34,Guanyu Zhou,5,24,19,1:22.727,,
920,46,8,Nyck de Vries,8,21,20,1:23.031,,
921,47,32,Max Verstappen,9,1,1,1:18.094,1:17.797,1:17.718
922,47,13,Lewis Hamilton,7,44,2,1:18.305,1:17.998,1:17.827
923,47,2,Fernando Alonso,2,14,3,1:18.907,1:18.629,1:18.577
924,47,30,Lance Stroll,2,18,4,1:18.759,1:18.584,1:18.587
925,47,17,Charles Leclerc,3,16,5,1:18.931,1:18.847,1:18.864
926,47,27,Carlos Sainz,3,55,6,1:19.356,1:19.249,1:19.068
927,47,22,Sergio Perez,9,11,7,1:19.728,1:19.747,1:19.748
928,47,26,George Russell,7,63,8,1:19.886,1:19.570,1:19.493
929,47,20,Lando Norris,6,4,9,1:19.885,1:19.898,1:19.726
930,47,10,Pierre Gasly,1,10,10,1:20.143,1:19.968,1:19.793
931,47,6,Valtteri Bottas,5,77,11,1:21.093,1:20.827,
932,47,34,Guanyu Zhou,5,24,12,1:21.438,1:21.212,
933,47,21,Esteban Ocon,1,31,13,1:21.488,1:21.227,
934,47,18,Kevin Magnussen,4,20,14,1:21.805,1:21.536,
935,47,23,Oscar Piastri,6,81,15,1:21.858,1:21.794,
936,47,31,Yuki Tsunoda,8,22,16,1:22.236,,
937,47,14,Nico Hulkenberg,4,27,17,1:22.553,,
938,47,1,Alexander Albon,10,23,18,1:22.597,,
939,47,8,Nyck de Vries,8,21,19,1:23.054,,
940,47,28,Logan Sargeant,10,2,20,1:23.564,,
941,48,22,Sergio Perez,9,11,1,1:18.286,1:18.186,1:18.226
942,48,27,Carlos Sainz,3,55,2,1:18.534,1:18.344,1:18.312
943,48,17,Charles Leclerc,3,16,3,1:18.785,1:18.635,1:18.705
944,48,21,Esteban Ocon,1,31,4,1:18.556,1:18.384,1:18.334
945,48,10,Pierre Gasly,1,10,5,1:19.188,1:19.154,1:19.012
946,48,26,George Russell,7,63,6,1:19.689,1:19.700,1:19.622
947,48,30,Lance Stroll,2,18,7,1:19.909,1:19.861,1:19.674
948,48,2,Fernando Alonso,2,14,8,1:20.248,1:19.966,1:19.896
949,48,32,Max Verstappen,9,1,9,1:19.960,1:19.732,1:19.658
950,48,20,Lando Norris,6,4,10,1:20.239,1:19.982,1:19.943
951,48,8,Nyck de Vries,8,21,11,1:21.110,1:20.832,
952,48,14,Nico Hulkenberg,4,27,12,1:21.203,1:21.051,
953,48,34,Guanyu Zhou,5,24,13,1:21.388,1:21.343,
954,48,23,Oscar Piastri,6,81,14,1:21.381,1:21.325,
955,48,31,Yuki Tsunoda,8,22,15,1:21.912,1:21.778,
956,48,13,Lewis Hamilton,7,44,16,1:21.990,,
957,48,28,Logan Sargeant,10,2,17,1:22.578,,
958,48,6,Valtteri Bottas,5,77,18,1:23.010,,
959,48,18,Kevin Magnussen,4,20,19,1:23.190,,
960,48,1,Alexander Albon,10,23,20,1:23.630,,
961,49,32,Max Verstappen,9,1,1,1:18.100,1:17.835,1:17.647
962,49,2,Fernando Alonso,2,14,2,1:18.458,1:18.123,1:18.005
963,49,22,Sergio Perez,9,11,3,1:18.459,1:18.125,1:18.035
964,49,27,Carlos Sainz,3,55,4,1:18.670,1:18.595,1:18.512
965,49,20,Lando Norris,6,4,5,1:18.892,1:18.941,1:18.945
966,49,30,Lance Stroll,2,18,6,1:19.579,1:19.609,1:19.632
967,49,13,Lewis Hamilton,7,44,7,1:19.842,1:19.753,1:19.580
968,49,26,George Russell,7,63,8,1:20.146,1:19.854,1:19.761
969,49,17,Charles Leclerc,3,16,9,1:20.633,1:20.561,1:20.518
970,49,21,Esteban Ocon,1,31,10,1:20.675,1:20.712,1:20.503
971,49,23,Oscar Piastri,6,81,11,1:21.178,1:21.196,
972,49,8,Nyck de Vries,8,21,12,1:21.131,1:21.060,
973,49,6,Valtteri Bottas,5,77,13,1:21.183,1:21.050,
974,49,31,Yuki Tsunoda,8,22,14,1:21.344,1:21.370,
975,49,10,Pierre Gasly,1,10,15,1:22.189,1:22.223,
976,49,34,Guanyu Zhou,5,24,16,1:22.053,,
977,49,28,Logan Sargeant,10,2,17,1:22.384,,
978,49,18,Kevin Magnussen,4,20,18,1:22.393,,
979,49,14,Nico Hulkenberg,4,27,19,1:23.100,,
980,49,1,Alexander Albon,10,23,20,1:23.189,,
981,50,32,Max Verstappen,9,1,1,1:17.896,1:17.839,1:17.745
982,50,2,Fernando Alonso,2,14,2,1:18.406,1:18.403,1:18.221
983,50,17,Charles Leclerc,3,16,3,1:18.298,1:18.332,1:18.312
984,50,13,Lewis Hamilton,7,44,4,1:18.500,1:18.291,1:18.125
985,50,27,Carlos Sainz,3,55,5,1:19.438,1:19.155,1:19.052
986,50,26,George Russell,7,63,6,1:19.149,1:19.163,1:19.097
987,50,10,Pierre Gasly,1,10,7,1:19.533,1:19.572,1:19.543
988,50,22,Sergio Perez,9,11,8,1:20.061,1:19.783,1:19.848
989,50,30,Lance Stroll,2,18,9,1:20.487,1:20.274,1:20.256
990,50,20,Lando Norris,6,4,10,1:20.504,1:20.385,1:20.193
991,50,18,Kevin Magnussen,4,20,11,1:21.048,1:21.091,
992,50,28,Logan Sargeant,10,2,12,1:20.775,1:20.631,
993,50,1,Alexander Albon,10,23,13,1:21.487,1:21.520,
994,50,31,Yuki Tsunoda,8,22,14,1:21.524,1:21.529,
995,50,14,Nico Hulkenberg,4,27,15,1:21.897,1:21.779,
996,50,23,Oscar Piastri,6,81,16,1:22.299,,
997,50,6,Valtteri Bottas,5,77,17,1:22.415,,
998,50,34,Guanyu Zhou,5,24,18,1:22.955,,
999,50,21,Esteban Ocon,1,31,19,1:22.642,,
1000,50,8,Nyck de Vries,8,21,20,1:23.712,,
1001,51,32,Max Verstappen,9,1,1,1:17.616,1:17.329,1:17.179
1002,51,13,Lewis Hamilton,7,44,2,1:18.331,1:18.214,1:17.984
1003,51,26,George Russell,7,63,3,1:18.598,1:18.351,1:18.188
1004,51,17,Charles Leclerc,3,16,4,1:19.105,1:18.909,1:18.760
1005,51,22,Sergio Perez,9,11,5,1:19.000,1:18.697,1:18.651
1006,51,27,Carlos Sainz,3,55,6,1:19.256,1:18.948,1:18.908
1007,51,2,Fernando Alonso,2,14,7,1:19.960,1:19.942,1:19.796
1008,51,10,Pierre Gasly,1,10,8,1:19.613,1:19.465,1:19.391
1009,51,20,Lando Norris,6,4,9,1:20.583,1:20.591,1:20.480
1010,51,30,Lance Stroll,2,18,10,1:20.559,1:20.544,1:20.360
1011,51,1,Alexander Albon,10,23,11,1:21.120,1:20.818,
1012,51,18,Kevin Magnussen,4,20,12,1:20.681,1:20.440,
1013,51,14,Nico Hulkenberg,4,27,13,1:21.448,1:21.137,
1014,51,28,Logan Sargeant,10,2,14,1:21.375,1:21.328,
1015,51,31,Yuki Tsunoda,8,22,15,1:21.751,1:21.666,
1016,51,23,Oscar Piastri,6,81,16,1:22.496,,
1017,51,6,Valtteri Bottas,5,77,17,1:22.535,,
1018,51,8,Nyck de Vries,8,21,18,1:22.369,,
1019,51,34,Guanyu Zhou,5,24,19,1:22.648,,
1020,51,21,Esteban Ocon,1,31,20,1:23.632,,
1021,52,32,Max Verstappen,9,1,1,1:18.050,1:17.879,1:17.758
1022,52,2,Fernando Alonso,2,14,2,1:18.523,1:18.556,1:18.403
1023,52,13,Lewis Hamilton,7,44,3,1:18.581,1:18.546,1:18.542
1024,52,22,Sergio Perez,9,11,4,1:18.662,1:18.356,1:18.177
1025,52,26,George Russell,7,63,5,1:18.863,1:18.898,1:18.731
1026,52,27,Carlos Sainz,3,55,6,1:19.603,1:19.626,1:19.592
1027,52,20,Lando Norris,6,4,7,1:19.639,1:19.508,1:19.439
1028,52,17,Charles Leclerc,3,16,8,1:19.703,1:19.479,1:19.390
1029,52,30,Lance Stroll,2,18,9,1:20.500,1:20.193,1:20.090
1030,52,10,Pierre Gasly,1,10,10,1:20.686,1:20.643,1:20.558
1031,52,1,Alexander Albon,10,23,11,1:21.197,1:21.200,
1032,52,34,Guanyu Zhou,5,24,12,1:20.707,1:20.694,
1033,52,31,Yuki Tsunoda,8,22,13,1:21.268,1:21.023,
1034,52,23,Oscar Piastri,6,81,14,1:21.770,1:21.730,
1035,52,28,Logan Sargeant,10,2,15,1:22.041,1:21.787,
1036,52,14,Nico Hulkenberg,4,27,16,1:22.565,,
1037,52,18,Kevin Magnussen,4,20,17,1:22.481,,
1038,52,6,Valtteri Bottas,5,77,18,1:22.662,,
1039,52,21,Esteban Ocon,1,31,19,1:23.301,,
1040,52,8,Nyck de Vries,8,21,20,1:22.975,,
1041,53,32,Max Verstappen,9,1,1,1:17.820,1:17.490,1:17.290
1042,53,20,Lando Norris,6,4,2,1:18.287,1:18.196,1:18.112
1043,53,27,Carlos Sainz,3,55,3,1:18.803,1:18.817,1:18.843
1044,53,13,Lewis Hamilton,7,44,4,1:19.225,1:19.087,1:19.073
1045,53,21,Esteban Ocon,1,31,5,1:19.438,1:19.293,1:19.105
1046,53,2,Fernando Alonso,2,14,6,1:19.655,1:19.579,1:19.624
1047,53,26,George Russell,7,63,7,1:19.910,1:19.638,1:19.550
1048,53,23,Oscar Piastri,6,81,8,1:19.645,1:19.453,1:19.263
1049,53,30,Lance Stroll,2,18,9,1:20.363,1:20.117,1:19.966
1050,53,17,Charles Leclerc,3,16,10,1:20.669,1:20.486,1:20.456
1051,53,8,Nyck de Vries,8,21,11,1:21.000,1:20.974,
1052,53,31,Yuki Tsunoda,8,22,12,1:21.461,1:21.443,
1053,53,1,Alexander Albon,10,23,13,1:21.657,1:21.636,
1054,53,14,Nico Hulkenberg,4,27,14,1:21.307,1:21.115,
1055,53,18,Kevin Magnussen,4,20,15,1:22.235,1:22.108,
1056,53,10,Pierre Gasly,1,10,16,1:22.547,,
1057,53,22,Sergio Perez,9,11,17,1:22.324,,
1058,53,6,Valtteri Bottas,5,77,18,1:22.419,,
1059,53,34,Guanyu Zhou,5,24,19,1:22.890,,
1060,53,28,Logan Sargeant,10,2,20,1:23.008,,
1061,54,32,Max Verstappen,9,1,1,1:18.389,1:18.054,1:17.995
1062,54,20,Lando Norris,6,4,2,1:18.319,1:18.108,1:18.146
1063,54,17,Charles Leclerc,3,16,3,1:18.225,1:18.009,1:18.074
1064,54,27,Carlos Sainz,3,55,4,1:19.082,1:18.771,1:18.795
1065,54,13,Lewis Hamilton,7,44,5,1:19.186,1:19.097,1:19.051
1066,54,23,Oscar Piastri,6,81,6,1:19.056,1:18.961,1:19.021
1067,54,2,Fernando Alonso,2,14,7,1:19.450,1:19.288,1:19.138
1068,54,30,Lance Stroll,2,18,8,1:19.821,1:19.866,1:19.688
1069,54,21,Esteban Ocon,1,31,9,1:20.427,1:20.422,1:20.251
1070,54,26,George Russell,7,63,10,1:20.353,1:20.382,1:20.412
1071,54,14,Nico Hulkenberg,4,27,11,1:20.402,1:20.074,
1072,54,8,Nyck de Vries,8,21,12,1:20.692,1:20.467,
1073,54,28,Logan Sargeant,10,2,13,1:21.007,1:20.898,
1074,54,1,Alexander Albon,10,23,14,1:21.612,1:21.458,
1075,54,22,Sergio Perez,9,11,15,1:21.673,1:21.414,
1076,54,18,Kevin Magnussen,4,20,16,1:21.836,,
1077,54,31,Yuki Tsunoda,8,22,17,1:22.646,,
1078,54,34,Guanyu Zhou,5,24,18,1:23.091,,
1079,54,10,Pierre Gasly,1,10,19,1:23.398,,
1080,54,6,Valtteri Bottas,5,77,20,1:23.591,,
1081,55,32,Max Verstappen,9,1,1,1:17.608,1:17.446,1:17.318
1082,55,20,Lando Norris,6,4,2,1:18.178,1:18.116,1:18.041
1083,55,23,Oscar Piastri,6,81,3,1:18.917,1:18.885,1:18.779
1084,55,17,Charles Leclerc,3,16,4,1:18.915,1:18.753,1:18.775
1085,55,27,Carlos Sainz,3,55,5,1:19.511,1:19.558,1:19.428
1086,55,13,Lewis Hamilton,7,44,6,1:19.750,1:19.679,1:19.574
1087,55,26,George Russell,7,63,7,1:19.434,1:19.087,1:19.066
1088,55,2,Fernando Alonso,2,14,8,1:19.584,1:19.353,1:19.400
1089,55,10,Pierre Gasly,1,10,9,1:20.194,1:20.169,1:19.943
1090,55,21,Esteban Ocon,1,31,10,1:20.463,1:20.113,1:20.075
1091,55,34,Guanyu Zhou,5,24,11,1:21.155,1:21.177,
1092,55,18,Kevin Magnussen,4,20,12,1:20.994,1:20.697,
1093,55,22,Sergio Perez,9,11,13,1:21.170,1:21.091,
1094,55,31,Yuki Tsunoda,8,22,14,1:21.483,1:21.347,
1095,55,1,Alexander Albon,10,23,15,1:22.023,1:21.703,
1096,55,14,Nico Hulkenberg,4,27,16,1:21.945,,
1097,55,30,Lance Stroll,2,18,17,1:22.808,,
1098,55,8,Nyck de Vries,8,21,18,1:22.646,,
1099,55,28,Logan Sargeant,10,2,19,1:22.735,,
1100,55,6,Valtteri Bottas,5,77,20,1:22.964,,
1101,56,32,Max Verstappen,9,1,1,1:18.002,1:18.010,1:17.947
1102,56,27,Carlos Sainz,3,55,2,1:18.205,1:18.086,1:17.995
1103,56,13,Lewis Hamilton,7,44,3,1:18.399,1:18.087,1:17.960
1104,56,23,Oscar Piastri,6,81,4,1:18.579,1:18.628,1:18.697
1105,56,2,Fernando Alonso,2,14,5,1:18.831,1:18.560,1:18.384
1106,56,20,Lando Norris,6,4,6,1:19.168,1:19.048,1:19.056
1107,56,26,George Russell,7,63,7,1:19.601,1:19.459,1:19.290
1108,56,17,Charles Leclerc,3,16,8,1:20.108,1:19.941,1:19.817
1109,56,21,Esteban Ocon,1,31,9,1:20.302,1:20.109,1:20.116
1110,56,10,Pierre Gasly,1,10,10,1:20.391,1:20.102,1:19.918
1111,56,30,Lance Stroll,2,18,11,1:20.561,1:20.562,
1112,56,31,Yuki Tsunoda,8,22,12,1:20.991,1:21.001,
1113,56,34,Guanyu Zhou,5,24,13,1:21.673,1:21.631,
1114,56,22,Sergio Perez,9,11,14,1:21.281,1:21.041,
1115,56,18,Kevin Magnussen,4,20,15,1:21.855,1:21.580,
1116,56,1,Alexander Albon,10,23,16,1:21.893,,
1117,56,8,Nyck de Vries,8,21,17,1:22.808,,
1118,56,6,Valtteri Bottas,5,77,18,1:22.614,,
1119,56,14,Nico Hulkenberg,4,27,19,1:23.004,,
1120,56,28,Logan Sargeant,10,2,20,1:23.325,,
1121,57,32,Max Verstappen,9,1,1,1:18.196,1:18.146,1:18.048
1122,57,20,Lando Norris,6,4,2,1:17.956,1:17.617,1:17.420
1123,57,23,Oscar Piastri,6,81,3,1:18.362,1:18.342,1:18.339
1124,57,2,Fernando Alonso,2,14,4,1:18.571,1:18.268,1:18.207
1125,57,27,Carlos Sainz,3,55,5,1:18.845,1:18.516,1:18.522
1126,57,13,Lewis Hamilton,7,44,6,1:19.051,1:18.787,1:18.850
1127,57,17,Charles Leclerc,3,16,7,1:19.723,1:19.743,1:19.715
1128,57,26,George Russell,7,63,8,1:20.068,1:19.733,1:19.698
1129,57,10,Pierre Gasly,1,10,9,1:20.539,1:20.407,1:20.265
1130,57,21,Esteban Ocon,1,31,10,1:20.482,1:20.241,1:20.106
1131,57,6,Valtteri Bottas,5,77,11,1:20.681,1:20.474,
1132,57,34,Guanyu Zhou,5,24,12,1:21.136,1:20.862,
1133,57,8,Nyck de Vries,8,21,13,1:20.995,1:20.959,
1134,57,28,Logan Sargeant,10,2,14,1:21.874,1:21.839,
1135,57,18,Kevin Magnussen,4,20,15,1:21.771,1:21.752,
1136,57,30,Lance Stroll,2,18,16,1:22.102,,
1137,57,1,Alexander Albon,10,23,17,1:22.590,,
1138,57,31,Yuki Tsunoda,8,22,18,1:22.781,,
1139,57,22,Sergio Perez,9,11,19,1:23.203,,
1140,57,14,Nico Hulkenberg,4,27,20,1:23.410,,
1141,58,32,Max Verstappen,9,1,1,1:17.630,1:17.678,1:17.591
1142,58,27,Carlos Sainz,3,55,2,1:17.939,1:17.830,1:17.871
1143,58,13,Lewis Hamilton,7,44,3,1:18.526,1:18.568,1:18.637
1144,58,20,Lando Norris,6,4,4,1:18.678,1:18.409,1:18.230
1145,58,22,Sergio Perez,9,11,5,1:18.973,1:18.959,1:18.852
1146,58,26,George Russell,7,63,6,1:19.272,1:19.195,1:18.993
1147,58,23,Oscar Piastri,6,81,7,1:20.062,1:19.824,1:19.888
1148,58,21,Esteban Ocon,1,31,8,1:19.957,1:19.788,1:19.646
1149,58,31,Yuki Tsunoda,8,22,9,1:20.020,1:19.791,1:19.723
1150,58,2,Fernando Alonso,2,14,10,1:20.875,1:20.882,1:20.835
1151,58,34,Guanyu Zhou,5,24,11,1:21.005,1:20.669,
1152,58,18,Kevin Magnussen,4,20,12,1:21.400,1:21.408,
1153,58,10,Pierre Gasly,1,10,13,1:21.320,1:21.260,
1154,58,8,Nyck de Vries,8,21,14,1:21.817,1:21.539,
1155,58,6,Valtteri Bottas,5,77,15,1:22.096,1:21.842,
1156,58,14,Nico Hulkenberg,4,27,16,1:22.304,,
1157,58,1,Alexander Albon,10,23,17,1:22.635,,
1158,58,28,Logan Sargeant,10,2,18,1:22.676,,
1159,58,30,Lance Stroll,2,18,19,1:22.819,,
1160,58,17,Charles Leclerc,3,16,20,1:23.422,,
1161,59,27,Carlos Sainz,3,55,1,1:17.674,1:17.515,1:17.487
1162,59,20,Lando Norris,6,4,2,1:18.480,1:18.181,1:18.123
1163,59,13,Lewis Hamilton,7,44,3,1:18.469,1:18.284,1:18.123
1164,59,23,Oscar Piastri,6,81,4,1:18.601,1:18.625,1:18.618
1165,59,17,Charles Leclerc,3,16,5,1:19.374,1:19.273,1:19.205
1166,59,32,Max Verstappen,9,1,6,1:19.178,1:19.190,1:19.247
1167,59,2,Fernando Alonso,2,14,7,1:19.990,1:19.954,1:19.906
1168,59,21,Esteban Ocon,1,31,8,1:19.788,1:19.778,1:19.637
1169,59,10,Pierre Gasly,1,10,9,1:20.227,1:20.034,1:19.954
1170,59,30,Lance Stroll,2,18,10,1:20.250,1:19.990,1:19.760
1171,59,28,Logan Sargeant,10,2,11,1:21.118,1:21.061,
1172,59,8,Nyck de Vries,8,21,12,1:21.080,1:21.124,
1173,59,1,Alexander Albon,10,23,13,1:21.541,1:21.207,
1174,59,34,Guanyu Zhou,5,24,14,1:21.426,1:21.384,
1175,59,6,Valtteri Bottas,5,77,15,1:21.845,1:21.808,
1176,59,31,Yuki Tsunoda,8,22,16,1:22.026,,
1177,59,14,Nico Hulkenberg,4,27,17,1:22.734,,
