resultId,raceId,driverId,driverFullName,constructorId,number,grid,position,positionOrder,points,laps,milliseconds,statusId
793,40,30,Lance Stroll,2,18,13,13,13,0,45,5460000,1
794,40,29,Mick Schumacher,4,47,14,14,14,0,44,5465000,1
795,40,25,Daniel Ricciardo,6,3,15,15,15,0,43,5470000,1
796,40,34,Guanyu Zhou,5,24,16,16,16,0,42,5475000,1
797,40,33,Sebastian Vettel,2,5,17,17,17,0,41,5480000,1
798,40,1,Alexander Albon,10,23,18,18,18,0,40,5485000,1
799,40,18,Kevin Magnussen,4,20,19,19,19,0,39,5490000,1
800,40,15,Nicholas Latifi,10,6,20,20,20,0,38,5495000,1
801,41,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
802,41,17,Charles Leclerc,3,16,2,2,2,18,56,5405000,1
803,41,27,Carlos Sainz,3,55,3,3,3,15,55,5410000,1
804,41,22,Sergio Perez,9,11,4,4,4,12,54,5415000,1
805,41,13,Lewis Hamilton,7,44,5,5,5,10,53,5420000,1
806,41,18,Kevin Magnussen,4,20,6,6,6,8,52,5425000,1
807,41,10,Pierre Gasly,8,10,7,7,7,6,51,5430000,1
808,41,21,Esteban Ocon,1,31,8,8,8,4,50,5435000,1
809,41,26,George Russell,7,63,9,9,9,2,49,5440000,1
810,41,2,Fernando Alonso,1,14,10,10,10,1,48,5445000,1
811,41,29,Mick Schumacher,4,47,11,11,11,0,47,5450000,1
812,41,30,Lance Stroll,2,18,12,12,12,0,46,5455000,1
813,41,20,Lando Norris,6,4,13,13,13,0,45,5460000,1
814,41,1,Alexander Albon,10,23,14,14,14,0,44,5465000,1
815,41,34,Guanyu Zhou,5,24,15,15,15,0,43,5470000,1
816,41,15,Nicholas Latifi,10,6,16,16,16,0,42,5475000,1
817,41,25,Daniel Ricciardo,6,3,17,17,17,0,41,5480000,1
818,41,31,Yuki Tsunoda,8,22,18,18,18,0,40,5485000,1
819,41,33,Sebastian Vettel,2,5,19,19,19,0,39,5490000,1
820,41,6,Valtteri Bottas,5,77,20,20,20,0,38,5495000,1
821,42,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
822,42,13,Lewis Hamilton,7,44,2,2,2,18,56,5405000,1
823,42,10,Pierre Gasly,8,10,3,3,3,15,55,5410000,1
824,42,26,George Russell,7,63,4,4,4,12,54,5415000,1
825,42,27,Carlos Sainz,3,55,5,5,5,10,53,5420000,1
826,42,22,Sergio Perez,9,11,6,6,6,8,52,5425000,1
827,42,2,Fernando Alonso,1,14,7,7,7,6,51,5430000,1
828,42,17,Charles Leclerc,3,16,8,8,8,4,50,5435000,1
829,42,20,Lando Norris,6,4,9,9,9,2,49,5440000,1
830,42,21,Esteban Ocon,1,31,10,10,10,1,48,5445000,1
831,42,1,Alexander Albon,10,23,11,11,11,0,47,5450000,1
832,42,6,Valtteri Bottas,5,77,12,12,12,0,46,5455000,1
833,42,25,Daniel Ricciardo,6,3,13,13,13,0,45,5460000,1
834,42,29,Mick Schumacher,4,47,14,14,14,0,44,5465000,1
835,42,33,Sebastian Vettel,2,5,15,15,15,0,43,5470000,1
836,42,15,Nicholas Latifi,10,6,16,16,16,0,42,5475000,1
837,42,34,Guanyu Zhou,5,24,17,17,17,0,41,5480000,1
838,42,18,Kevin Magnussen,4,20,18,18,18,0,40,5485000,1
839,42,30,Lance Stroll,2,18,19,19,19,0,39,5490000,1
840,42,31,Yuki Tsunoda,8,22,20,20,20,0,38,5495000,1
841,43,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
842,43,26,George Russell,7,63,2,2,2,18,56,5405000,1
843,43,17,Charles Leclerc,3,16,3,3,3,15,55,5410000,1
844,43,22,Sergio Perez,9,11,4,4,4,12,54,5415000,1
845,43,27,Carlos Sainz,3,55,5,5,5,10,53,5420000,1
846,43,20,Lando Norris,6,4,6,6,6,8,52,5425000,1
847,43,6,Valtteri Bottas,5,77,7,7,7,6,51,5430000,1
848,43,21,Esteban Ocon,1,31,8,8,8,4,50,5435000,1
849,43,10,Pierre Gasly,8,10,9,9,9,2,49,5440000,1
850,43,2,Fernando Alonso,1,14,10,10,10,1,48,5445000,1
851,43,25,Daniel Ricciardo,6,3,11,11,11,0,47,5450000,1
852,43,34,Guanyu Zhou,5,24,12,12,12,0,46,5455000,1
853,43,31,Yuki Tsunoda,8,22,13,13,13,0,45,5460000,1
854,43,33,Sebastian Vettel,2,5,14,14,14,0,44,5465000,1
855,43,30,Lance Stroll,2,18,15,15,15,0,43,5470000,1
856,43,1,Alexander Albon,10,23,16,16,16,0,42,5475000,1
857,43,13,Lewis Hamilton,7,44,17,17,17,0,41,5480000,1
858,43,18,Kevin Magnussen,4,20,18,18,18,0,40,5485000,1
859,43,15,Nicholas Latifi,10,6,19,19,19,0,39,5490000,1
860,43,29,Mick Schumacher,4,47,20,20,20,0,38,5495000,1
861,44,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
862,44,17,Charles Leclerc,3,16,2,2,2,18,56,5405000,1
863,44,26,George Russell,7,63,3,3,3,15,55,5410000,1
864,44,22,Sergio Perez,9,11,4,4,4,12,54,5415000,1
865,44,27,Carlos Sainz,3,55,5,5,5,10,53,5420000,1
866,44,20,Lando Norris,6,4,6,6,6,8,52,5425000,1
867,44,6,Valtteri Bottas,5,77,7,7,7,6,51,5430000,1
868,44,21,Esteban Ocon,1,31,8,8,8,4,50,5435000,1
869,44,10,Pierre Gasly,8,10,9,9,9,2,49,5440000,1
870,44,2,Fernando Alonso,1,14,10,10,10,1,48,5445000,1
871,44,33,Sebastian Vettel,2,5,11,11,11,0,47,5450000,1
872,44,30,Lance Stroll,2,18,12,12,12,0,46,5455000,1
873,44,31,Yuki Tsunoda,8,22,13,13,13,0,45,5460000,1
874,44,25,Daniel Ricciardo,6,3,14,14,14,0,44,5465000,1
875,44,18,Kevin Magnussen,4,20,15,15,15,0,43,5470000,1
876,44,15,Nicholas Latifi,10,6,16,16,16,0,42,5475000,1
877,44,1,Alexander Albon,10,23,17,17,17,0,41,5480000,1
878,44,34,Guanyu Zhou,5,24,18,18,18,0,40,5485000,1
879,44,13,Lewis Hamilton,7,44,19,19,19,0,39,5490000,1
880,44,29,Mick Schumacher,4,47,20,20,20,0,38,5495000,1
881,45,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
882,45,27,Carlos Sainz,3,55,2,2,2,18,56,5405000,1
883,45,22,Sergio Perez,9,11,3,3,3,15,55,5410000,1
884,45,2,Fernando Alonso,2,14,4,4,4,12,54,5415000,1
885,45,20,Lando Norris,6,4,5,5,5,10,53,5420000,1
886,45,13,Lewis Hamilton,7,44,6,6,6,8,52,5425000,1
887,45,26,George Russell,7,63,7,7,7,6,51,5430000,1
888,45,30,Lance Stroll,2,18,8,8,8,4,50,5435000,1
889,45,21,Esteban Ocon,1,31,9,9,9,2,49,5440000,1
890,45,10,Pierre Gasly,1,10,10,10,10,1,48,5445000,1
891,45,18,Kevin Magnussen,4,20,11,11,11,0,47,5450000,1
892,45,34,Guanyu Zhou,5,24,12,12,12,0,46,5455000,1
893,45,6,Valtteri Bottas,5,77,13,13,13,0,45,5460000,1
894,45,14,Nico Hulkenberg,4,27,14,14,14,0,44,5465000,1
895,45,8,Nyck de Vries,8,21,15,15,15,0,43,5470000,1
896,45,1,Alexander Albon,10,23,16,16,16,0,42,5475000,1
897,45,28,Logan Sargeant,10,2,17,17,17,0,41,5480000,1
898,45,31,Yuki Tsunoda,8,22,18,18,18,0,40,5485000,1
899,45,17,Charles Leclerc,3,16,19,19,19,0,39,5490000,1
900,45,23,Oscar Piastri,6,81,20,20,20,0,38,5495000,1
901,46,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
902,46,22,Sergio Perez,9,11,2,2,2,18,56,5405000,1
903,46,2,Fernando Alonso,2,14,3,3,3,15,55,5410000,1
904,46,20,Lando Norris,6,4,4,4,4,12,54,5415000,1
905,46,13,Lewis Hamilton,7,44,5,5,5,10,53,5420000,1
906,46,26,George Russell,7,63,6,6,6,8,52,5425000,1
907,46,30,Lance Stroll,2,18,7,7,7,6,51,5430000,1
908,46,27,Carlos Sainz,3,55,8,8,8,4,50,5435000,1
909,46,21,Esteban Ocon,1,31,9,9,9,2,49,5440000,1
910,46,10,Pierre Gasly,1,10,10,10,10,1,48,5445000,1
911,46,17,Charles Leclerc,3,16,11,11,11,0,47,5450000,1
912,46,1,Alexander Albon,10,23,12,12,12,0,46,5455000,1
913,46,6,Valtteri Bottas,5,77,13,13,13,0,45,5460000,1
914,46,23,Oscar Piastri,6,81,14,14,14,0,44,5465000,1
915,46,31,Yuki Tsunoda,8,22,15,15,15,0,43,5470000,1
916,46,14,Nico Hulkenberg,4,27,16,16,16,0,42,5475000,1
917,46,28,Logan Sargeant,10,2,17,17,17,0,41,5480000,1
918,46,18,Kevin Magnussen,4,20,18,18,18,0,40,5485000,1
919,46,34,Guanyu Zhou,5,24,19,19,19,0,39,5490000,1
920,46,8,Nyck de Vries,8,21,20,20,20,0,38,5495000,1
921,47,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
922,47,13,Lewis Hamilton,7,44,2,2,2,18,56,5405000,1
923,47,2,Fernando Alonso,2,14,3,3,3,15,55,5410000,1
924,47,30,Lance Stroll,2,18,4,4,4,12,54,5415000,1
925,47,17,Charles Leclerc,3,16,5,5,5,10,53,5420000,1
926,47,27,Carlos Sainz,3,55,6,6,6,8,52,5425000,1
927,47,22,Sergio Perez,9,11,7,7,7,6,51,5430000,1
928,47,26,George Russell,7,63,8,8,8,4,50,5435000,1
929,47,20,Lando Norris,6,4,9,9,9,2,49,5440000,1
930,47,10,Pierre Gasly,1,10,10,10,10,1,48,5445000,1
931,47,6,Valtteri Bottas,5,77,11,11,11,0,47,5450000,1
932,47,34,Guanyu Zhou,5,24,12,12,12,0,46,5455000,1
933,47,21,Esteban Ocon,1,31,13,13,13,0,45,5460000,1
934,47,18,Kevin Magnussen,4,20,14,14,14,0,44,5465000,1
935,47,23,Oscar Piastri,6,81,15,15,15,0,43,5470000,1
936,47,31,Yuki Tsunoda,8,22,16,16,16,0,42,5475000,1
937,47,14,Nico Hulkenberg,4,27,17,17,17,0,41,5480000,1
938,47,1,Alexander Albon,10,23,18,18,18,0,40,5485000,1
939,47,8,Nyck de Vries,8,21,19,19,19,0,39,5490000,1
940,47,28,Logan Sargeant,10,2,20,20,20,0,38,5495000,1
941,48,22,Sergio Perez,9,11,1,1,1,25,57,5400000,1
942,48,27,Carlos Sainz,3,55,2,2,2,18,56,5405000,1
943,48,17,Charles Leclerc,3,16,3,3,3,15,55,5410000,1
944,48,21,Esteban Ocon,1,31,4,4,4,12,54,5415000,1
945,48,10,Pierre Gasly,1,10,5,5,5,10,53,5420000,1
946,48,26,George Russell,7,63,6,6,6,8,52,5425000,1
947,48,30,Lance Stroll,2,18,7,7,7,6,51,5430000,1
948,48,2,Fernando Alonso,2,14,8,8,8,4,50,5435000,1
949,48,32,Max Verstappen,9,1,9,9,9,2,49,5440000,1
950,48,20,Lando Norris,6,4,10,10,10,1,48,5445000,1
951,48,8,Nyck de Vries,8,21,11,11,11,0,47,5450000,1
952,48,14,Nico Hulkenberg,4,27,12,12,12,0,46,5455000,1
953,48,34,Guanyu Zhou,5,24,13,13,13,0,45,5460000,1
954,48,23,Oscar Piastri,6,81,14,14,14,0,44,5465000,1
955,48,31,Yuki Tsunoda,8,22,15,15,15,0,43,5470000,1
956,48,13,Lewis Hamilton,7,44,16,16,16,0,42,5475000,1
957,48,28,Logan Sargeant,10,2,17,17,17,0,41,5480000,1
958,48,6,Valtteri Bottas,5,77,18,18,18,0,40,5485000,1
959,48,18,Kevin Magnussen,4,20,19,19,19,0,39,5490000,1
960,48,1,Alexander Albon,10,23,20,20,20,0,38,5495000,1
961,49,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
962,49,2,Fernando Alonso,2,14,2,2,2,18,56,5405000,1
963,49,22,Sergio Perez,9,11,3,3,3,15,55,5410000,1
964,49,27,Carlos Sainz,3,55,4,4,4,12,54,5415000,1
965,49,20,Lando Norris,6,4,5,5,5,10,53,5420000,1
966,49,30,Lance Stroll,2,18,6,6,6,8,52,5425000,1
967,49,13,Lewis Hamilton,7,44,7,7,7,6,51,5430000,1
968,49,26,George Russell,7,63,8,8,8,4,50,5435000,1
969,49,17,Charles Leclerc,3,16,9,9,9,2,49,5440000,1
970,49,21,Esteban Ocon,1,31,10,10,10,1,48,5445000,1
971,49,23,Oscar Piastri,6,81,11,11,11,0,47,5450000,1
972,49,8,Nyck de Vries,8,21,12,12,12,0,46,5455000,1
973,49,6,Valtteri Bottas,5,77,13,13,13,0,45,5460000,1
974,49,31,Yuki Tsunoda,8,22,14,14,14,0,44,5465000,1
975,49,10,Pierre Gasly,1,10,15,15,15,0,43,5470000,1
976,49,34,Guanyu Zhou,5,24,16,16,16,0,42,5475000,1
977,49,28,Logan Sargeant,10,2,17,17,17,0,41,5480000,1
978,49,18,Kevin Magnussen,4,20,18,18,18,0,40,5485000,1
979,49,14,Nico Hulkenberg,4,27,19,19,19,0,39,5490000,1
980,49,1,Alexander Albon,10,23,20,20,20,0,38,5495000,1
981,50,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
982,50,2,Fernando Alonso,2,14,2,2,2,18,56,5405000,1
983,50,17,Charles Leclerc,3,16,3,3,3,15,55,5410000,1
984,50,13,Lewis Hamilton,7,44,4,4,4,12,54,5415000,1
985,50,27,Carlos Sainz,3,55,5,5,5,10,53,5420000,1
986,50,26,George Russell,7,63,6,6,6,8,52,5425000,1
987,50,10,Pierre Gasly,1,10,7,7,7,6,51,5430000,1
988,50,22,Sergio Perez,9,11,8,8,8,4,50,5435000,1
989,50,30,Lance Stroll,2,18,9,9,9,2,49,5440000,1
990,50,20,Lando Norris,6,4,10,10,10,1,48,5445000,1
991,50,18,Kevin Magnussen,4,20,11,11,11,0,47,5450000,1
992,50,28,Logan Sargeant,10,2,12,12,12,0,46,5455000,1
993,50,1,Alexander Albon,10,23,13,13,13,0,45,5460000,1
994,50,31,Yuki Tsunoda,8,22,14,14,14,0,44,5465000,1
995,50,14,Nico Hulkenberg,4,27,15,15,15,0,43,5470000,1
996,50,23,Oscar Piastri,6,81,16,16,16,0,42,5475000,1
997,50,6,Valtteri Bottas,5,77,17,17,17,0,41,5480000,1
998,50,34,Guanyu Zhou,5,24,18,18,18,0,40,5485000,1
999,50,21,Esteban Ocon,1,31,19,19,19,0,39,5490000,1
1000,50,8,Nyck de Vries,8,21,20,20,20,0,38,5495000,1
1001,51,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
1002,51,13,Lewis Hamilton,7,44,2,2,2,18,56,5405000,1
1003,51,26,George Russell,7,63,3,3,3,15,55,5410000,1
1004,51,17,Charles Leclerc,3,16,4,4,4,12,54,5415000,1
1005,51,22,Sergio Perez,9,11,5,5,5,10,53,5420000,1
1006,51,27,Carlos Sainz,3,55,6,6,6,8,52,5425000,1
1007,51,2,Fernando Alonso,2,14,7,7,7,6,51,5430000,1
1008,51,10,Pierre Gasly,1,10,8,8,8,4,50,5435000,1
1009,51,20,Lando Norris,6,4,9,9,9,2,49,5440000,1
1010,51,30,Lance Stroll,2,18,10,10,10,1,48,5445000,1
1011,51,1,Alexander Albon,10,23,11,11,11,0,47,5450000,1
1012,51,18,Kevin Magnussen,4,20,12,12,12,0,46,5455000,1
1013,51,14,Nico Hulkenberg,4,27,13,13,13,0,45,5460000,1
1014,51,28,Logan Sargeant,10,2,14,14,14,0,44,5465000,1
1015,51,31,Yuki Tsunoda,8,22,15,15,15,0,43,5470000,1
1016,51,23,Oscar Piastri,6,81,16,16,16,0,42,5475000,1
1017,51,6,Valtteri Bottas,5,77,17,17,17,0,41,5480000,1
1018,51,8,Nyck de Vries,8,21,18,18,18,0,40,5485000,1
1019,51,34,Guanyu Zhou,5,24,19,19,19,0,39,5490000,1
1020,51,21,Esteban Ocon,1,31,20,20,20,0,38,5495000,1
1021,52,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
1022,52,2,Fernando Alonso,2,14,2,2,2,18,56,5405000,1
1023,52,13,Lewis Hamilton,7,44,3,3,3,15,55,5410000,1
1024,52,22,Sergio Perez,9,11,4,4,4,12,54,5415000,1
1025,52,26,George Russell,7,63,5,5,5,10,53,5420000,1
1026,52,27,Carlos Sainz,3,55,6,6,6,8,52,5425000,1
1027,52,20,Lando Norris,6,4,7,7,7,6,51,5430000,1
1028,52,17,Charles Leclerc,3,16,8,8,8,4,50,5435000,1
1029,52,30,Lance Stroll,2,18,9,9,9,2,49,5440000,1
1030,52,10,Pierre Gasly,1,10,10,10,10,1,48,5445000,1
1031,52,1,Alexander Albon,10,23,11,11,11,0,47,5450000,1
1032,52,34,Guanyu Zhou,5,24,12,12,12,0,46,5455000,1
1033,52,31,Yuki Tsunoda,8,22,13,13,13,0,45,5460000,1
1034,52,23,Oscar Piastri,6,81,14,14,14,0,44,5465000,1
1035,52,28,Logan Sargeant,10,2,15,15,15,0,43,5470000,1
1036,52,14,Nico Hulkenberg,4,27,16,16,16,0,42,5475000,1
1037,52,18,Kevin Magnussen,4,20,17,17,17,0,41,5480000,1
1038,52,6,Valtteri Bottas,5,77,18,18,18,0,40,5485000,1
1039,52,21,Esteban Ocon,1,31,19,19,19,0,39,5490000,1
1040,52,8,Nyck de Vries,8,21,20,20,20,0,38,5495000,1
1041,53,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
1042,53,20,Lando Norris,6,4,2,2,2,18,56,5405000,1
1043,53,27,Carlos Sainz,3,55,3,3,3,15,55,5410000,1
1044,53,13,Lewis Hamilton,7,44,4,4,4,12,54,5415000,1
1045,53,21,Esteban Ocon,1,31,5,5,5,10,53,5420000,1
1046,53,2,Fernando Alonso,2,14,6,6,6,8,52,5425000,1
1047,53,26,George Russell,7,63,7,7,7,6,51,5430000,1
1048,53,23,Oscar Piastri,6,81,8,8,8,4,50,5435000,1
1049,53,30,Lance Stroll,2,18,9,9,9,2,49,5440000,1
1050,53,17,Charles Leclerc,3,16,10,10,10,1,48,5445000,1
1051,53,8,Nyck de Vries,8,21,11,11,11,0,47,5450000,1
1052,53,31,Yuki Tsunoda,8,22,12,12,12,0,46,5455000,1
1053,53,1,Alexander Albon,10,23,13,13,13,0,45,5460000,1
1054,53,14,Nico Hulkenberg,4,27,14,14,14,0,44,5465000,1
1055,53,18,Kevin Magnussen,4,20,15,15,15,0,43,5470000,1
1056,53,10,Pierre Gasly,1,10,16,16,16,0,42,5475000,1
1057,53,22,Sergio Perez,9,11,17,17,17,0,41,5480000,1
1058,53,6,Valtteri Bottas,5,77,18,18,18,0,40,5485000,1
1059,53,34,Guanyu Zhou,5,24,19,19,19,0,39,5490000,1
1060,53,28,Logan Sargeant,10,2,20,20,20,0,38,5495000,1
1061,54,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
1062,54,20,Lando Norris,6,4,2,2,2,18,56,5405000,1
1063,54,17,Charles Leclerc,3,16,3,3,3,15,55,5410000,1
1064,54,27,Carlos Sainz,3,55,4,4,4,12,54,5415000,1
1065,54,13,Lewis Hamilton,7,44,5,5,5,10,53,5420000,1
1066,54,23,Oscar Piastri,6,81,6,6,6,8,52,5425000,1
1067,54,2,Fernando Alonso,2,14,7,7,7,6,51,5430000,1
1068,54,30,Lance Stroll,2,18,8,8,8,4,50,5435000,1
1069,54,21,Esteban Ocon,1,31,9,9,9,2,49,5440000,1
1070,54,26,George Russell,7,63,10,10,10,1,48,5445000,1
1071,54,14,Nico Hulkenberg,4,27,11,11,11,0,47,5450000,1
1072,54,8,Nyck de Vries,8,21,12,12,12,0,46,5455000,1
1073,54,28,Logan Sargeant,10,2,13,13,13,0,45,5460000,1
1074,54,1,Alexander Albon,10,23,14,14,14,0,44,5465000,1
1075,54,22,Sergio Perez,9,11,15,15,15,0,43,5470000,1
1076,54,18,Kevin Magnussen,4,20,16,16,16,0,42,5475000,1
1077,54,31,Yuki Tsunoda,8,22,17,17,17,0,41,5480000,1
1078,54,34,Guanyu Zhou,5,24,18,18,18,0,40,5485000,1
1079,54,10,Pierre Gasly,1,10,19,19,19,0,39,5490000,1
1080,54,6,Valtteri Bottas,5,77,20,20,20,0,38,5495000,1
1081,55,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
1082,55,20,Lando Norris,6,4,2,2,2,18,56,5405000,1
1083,55,23,Oscar Piastri,6,81,3,3,3,15,55,5410000,1
1084,55,17,Charles Leclerc,3,16,4,4,4,12,54,5415000,1
1085,55,27,Carlos Sainz,3,55,5,5,5,10,53,5420000,1
1086,55,13,Lewis Hamilton,7,44,6,6,6,8,52,5425000,1
1087,55,26,George Russell,7,63,7,7,7,6,51,5430000,1
1088,55,2,Fernando Alonso,2,14,8,8,8,4,50,5435000,1
1089,55,10,Pierre Gasly,1,10,9,9,9,2,49,5440000,1
1090,55,21,Esteban Ocon,1,31,10,10,10,1,48,5445000,1
1091,55,34,Guanyu Zhou,5,24,11,11,11,0,47,5450000,1
1092,55,18,Kevin Magnussen,4,20,12,12,12,0,46,5455000,1
1093,55,22,Sergio Perez,9,11,13,13,13,0,45,5460000,1
1094,55,31,Yuki Tsunoda,8,22,14,14,14,0,44,5465000,1
1095,55,1,Alexander Albon,10,23,15,15,15,0,43,5470000,1
1096,55,14,Nico Hulkenberg,4,27,16,16,16,0,42,5475000,1
1097,55,30,Lance Stroll,2,18,17,17,17,0,41,5480000,1
1098,55,8,Nyck de Vries,8,21,18,18,18,0,40,5485000,1
1099,55,28,Logan Sargeant,10,2,19,19,19,0,39,5490000,1
1100,55,6,Valtteri Bottas,5,77,20,20,20,0,38,5495000,1
1101,56,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
1102,56,27,Carlos Sainz,3,55,2,2,2,18,56,5405000,1
1103,56,13,Lewis Hamilton,7,44,3,3,3,15,55,5410000,1
1104,56,23,Oscar Piastri,6,81,4,4,4,12,54,5415000,1
1105,56,2,Fernando Alonso,2,14,5,5,5,10,53,5420000,1
1106,56,20,Lando Norris,6,4,6,6,6,8,52,5425000,1
1107,56,26,George Russell,7,63,7,7,7,6,51,5430000,1
1108,56,17,Charles Leclerc,3,16,8,8,8,4,50,5435000,1
1109,56,21,Esteban Ocon,1,31,9,9,9,2,49,5440000,1
1110,56,10,Pierre Gasly,1,10,10,10,10,1,48,5445000,1
1111,56,30,Lance Stroll,2,18,11,11,11,0,47,5450000,1
1112,56,31,Yuki Tsunoda,8,22,12,12,12,0,46,5455000,1
1113,56,34,Guanyu Zhou,5,24,13,13,13,0,45,5460000,1
1114,56,22,Sergio Perez,9,11,14,14,14,0,44,5465000,1
1115,56,18,Kevin Magnussen,4,20,15,15,15,0,43,5470000,1
1116,56,1,Alexander Albon,10,23,16,16,16,0,42,5475000,1
1117,56,8,Nyck de Vries,8,21,17,17,17,0,41,5480000,1
1118,56,6,Valtteri Bottas,5,77,18,18,18,0,40,5485000,1
1119,56,14,Nico Hulkenberg,4,27,19,19,19,0,39,5490000,1
1120,56,28,Logan Sargeant,10,2,20,20,20,0,38,5495000,1
1121,57,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
1122,57,20,Lando Norris,6,4,2,2,2,18,56,5405000,1
1123,57,23,Oscar Piastri,6,81,3,3,3,15,55,5410000,1
1124,57,2,Fernando Alonso,2,14,4,4,4,12,54,5415000,1
1125,57,27,Carlos Sainz,3,55,5,5,5,10,53,5420000,1
1126,57,13,Lewis Hamilton,7,44,6,6,6,8,52,5425000,1
1127,57,17,Charles Leclerc,3,16,7,7,7,6,51,5430000,1
1128,57,26,George Russell,7,63,8,8,8,4,50,5435000,1
1129,57,10,Pierre Gasly,1,10,9,9,9,2,49,5440000,1
1130,57,21,Esteban Ocon,1,31,10,10,10,1,48,5445000,1
1131,57,6,Valtteri Bottas,5,77,11,11,11,0,47,5450000,1
1132,57,34,Guanyu Zhou,5,24,12,12,12,0,46,5455000,1
1133,57,8,Nyck de Vries,8,21,13,13,13,0,45,5460000,1
1134,57,28,Logan Sargeant,10,2,14,14,14,0,44,5465000,1
1135,57,18,Kevin Magnussen,4,20,15,15,15,0,43,5470000,1
1136,57,30,Lance Stroll,2,18,16,16,16,0,42,5475000,1
1137,57,1,Alexander Albon,10,23,17,17,17,0,41,5480000,1
1138,57,31,Yuki Tsunoda,8,22,18,18,18,0,40,5485000,1
1139,57,22,Sergio Perez,9,11,19,19,19,0,39,5490000,1
1140,57,14,Nico Hulkenberg,4,27,20,20,20,0,38,5495000,1
1141,58,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
1142,58,27,Carlos Sainz,3,55,2,2,2,18,56,5405000,1
1143,58,13,Lewis Hamilton,7,44,3,3,3,15,55,5410000,1
1144,58,20,Lando Norris,6,4,4,4,4,12,54,5415000,1
1145,58,22,Sergio Perez,9,11,5,5,5,10,53,5420000,1
1146,58,26,George Russell,7,63,6,6,6,8,52,5425000,1
1147,58,23,Oscar Piastri,6,81,7,7,7,6,51,5430000,1
1148,58,21,Esteban Ocon,1,31,8,8,8,4,50,5435000,1
1149,58,31,Yuki Tsunoda,8,22,9,9,9,2,49,5440000,1
1150,58,2,Fernando Alonso,2,14,10,10,10,1,48,5445000,1
1151,58,34,Guanyu Zhou,5,24,11,11,11,0,47,5450000,1
1152,58,18,Kevin Magnussen,4,20,12,12,12,0,46,5455000,1
1153,58,10,Pierre Gasly,1,10,13,13,13,0,45,5460000,1
1154,58,8,Nyck de Vries,8,21,14,14,14,0,44,5465000,1
1155,58,6,Valtteri Bottas,5,77,15,15,15,0,43,5470000,1
1156,58,14,Nico Hulkenberg,4,27,16,16,16,0,42,5475000,1
1157,58,1,Alexander Albon,10,23,17,17,17,0,41,5480000,1
1158,58,28,Logan Sargeant,10,2,18,18,18,0,40,5485000,1
1159,58,30,Lance Stroll,2,18,19,19,19,0,39,5490000,1
1160,58,17,Charles Leclerc,3,16,20,20,20,0,38,5495000,1
1161,59,27,Carlos Sainz,3,55,1,1,1,25,57,5400000,1
1162,59,20,Lando Norris,6,4,2,2,2,18,56,5405000,1
1163,59,13,Lewis Hamilton,7,44,3,3,3,15,55,5410000,1
1164,59,23,Oscar Piastri,6,81,4,4,4,12,54,5415000,1
1165,59,17,Charles Leclerc,3,16,5,5,5,10,53,5420000,1
1166,59,32,Max Verstappen,9,1,6,6,6,8,52,5425000,1
1167,59,2,Fernando Alonso,2,14,7,7,7,6,51,5430000,1
1168,59,21,Esteban Ocon,1,31,8,8,8,4,50,5435000,1
1169,59,10,Pierre Gasly,1,10,9,9,9,2,49,5440000,1
1170,59,30,Lance Stroll,2,18,10,10,10,1,48,5445000,1
1171,59,28,Logan Sargeant,10,2,11,11,11,0,47,5450000,1
1172,59,8,Nyck de Vries,8,21,12,12,12,0,46,5455000,1
1173,59,1,Alexander Albon,10,23,13,13,13,0,45,5460000,1
1174,59,34,Guanyu Zhou,5,24,14,14,14,0,44,5465000,1
1175,59,6,Valtteri Bottas,5,77,15,15,15,0,43,5470000,1
1176,59,31,Yuki Tsunoda,8,22,16,16,16,0,42,5475000,1
1177,59,14,Nico Hulkenberg,4,27,17,17,17,0,41,5480000,1
1178,59,18,Kevin Magnussen,4,20,18,18,18,0,40,5485000,1
1179,59,26,George Russell,7,63,19,19,19,0,39,5490000,1
1180,59,22,Sergio Perez,9,11,20,20,20,0,38,5495000,1
1181,60,32,Max Verstappen,9,1,1,1,1,25,57,5400000,1
1182,60,27,Carlos Sainz,3,55,2,2,2,18,56,5405000,1
1183,60,13,Lewis Hamilton,7,44,3,3,3,15,55,5410000,1
1184,60,20,Lando Norris,6,4,4,4,4,12,54,5415000,1
1185,60,23,Oscar Piastri,6,81,5,5,5,10,53,5420000,1
1186,60,2,Fernando Alonso,2,14,6,6,6,8,52,5425000,1
